A,B,C,D,E,F
2.109276056,53.26943588,2275.512,0.443222761,4.311640263,120.5100708
2.122277498,53.69033432,2275.664,0.441502005,4.073765278,122.386673
2.131064892,55.56965256,2275.816,0.441871285,3.823257208,122.656868
2.143900394,53.73987198,2275.968,0.462141037,3.713799238,123.1644821
2.122598171,51.88674545,2276.12,0.465770066,4.066854,123.6658936
2.088652849,48.18025971,2276.272,0.484200209,4.273879528,122.4438858
2.049219132,50.65451431,2276.424,0.484709263,4.35451889,119.6644287
2.049578667,54.30251694,2276.576,0.463451803,4.244625092,121.7584229
2.036522865,55.50486374,2276.728,0.467998207,4.382788181,127.0548172
2.024003506,54.52603531,2276.88,0.503510952,4.675716877,120.25354
2.006902218,49.58928299,2277.032,0.543084502,4.776611805,125.4485092
1.996321559,50.11368942,2277.184,0.538856983,4.784336567,123.4398956
1.979376674,55.58885956,2277.336,0.491342217,4.837976933,122.7228394
1.985624075,57.99957275,2277.488,0.480511963,4.975017548,123.8614273
2.017691374,63.6142273,2277.64,0.479787797,4.798494816,124.9437408
2.0712924,64.69861603,2277.792,0.477397949,4.373767376,128.3839417
2.124067307,65.04563904,2277.944,0.470842391,4.117621422,124.4327927
2.145659208,61.75878906,2278.096,0.462400347,4.290061951,121.5967026
2.090132475,56.37154007,2278.248,0.473739356,4.854329586,121.3340759
1.994428873,53.63870239,2278.4,0.4981246,5.537659168,122.3294907
1.978779912,49.60823059,2278.552,0.528025925,5.353377819,119.7297516
2.056547642,49.10250855,2278.704,0.511742294,4.638715267,120.1050644
2.142485619,51.87312698,2278.856,0.464073122,4.233274937,118.7648315
2.13120842,56.11032867,2279.008,0.41661787,4.427467823,116.0578079
2.087881327,61.14301682,2279.16,0.40987581,4.682217121,117.4578934
2.056436539,59.92633057,2279.312,0.419643909,4.892359257,121.9973145
2.048163891,62.29099274,2279.464,0.430321664,4.662437916,126.3563614
2.043864727,64.39610291,2279.616,0.440481871,4.361660481,125.6105576
2.060472965,65.04550934,2279.768,0.442915201,4.208237648,124.5960999
2.08049798,62.82049561,2279.92,0.448020876,4.329032898,125.6386948
2.098383427,57.96033478,2280.072,0.473013699,4.429616451,121.3729782
2.113894701,57.21977615,2280.224,0.486227065,4.386554241,120.9369812
2.13134861,54.54996872,2280.376,0.472629786,4.374804974,120.3653183
2.131834269,53.16864395,2280.528,0.446728587,4.560191155,119.0276794
2.129333973,51.93898392,2280.68,0.458710879,4.530615807,119.3148956
2.126362324,52.56228638,2280.832,0.497014314,4.391183853,120.4023743
2.130660772,54.40126038,2280.984,0.517941475,4.422687531,119.7106323
2.111711025,53.72822952,2281.136,0.513349116,4.696833134,123.3802948
2.072675467,53.96959686,2281.288,0.491265267,4.902817249,125.075531
2.045184374,54.93835831,2281.44,0.478501946,4.799361706,127.4272537
2.056940079,59.6534195,2281.592,0.464604199,4.602292061,128.9403076
2.101325035,59.93935013,2281.744,0.44896403,4.382405281,126.1899185
2.12225461,60.38331604,2281.896,0.438196093,4.223109722,119.6794205
2.125,57.10432053,2282.048,0.415785015,4.123571873,118.0018082
2.111878872,57.90976715,2282.2,0.442771733,4.219970703,115.9946671
2.112751484,57.54853439,2282.352,0.476746321,4.271021843,117.1266861
2.117934465,60.49888229,2282.504,0.51414001,4.378174305,118.0881119
2.141743183,59.37443161,2282.656,0.51196146,4.214186192,121.8727112
2.183751822,53.55609894,2282.808,0.494345576,4.354112625,121.5409012
2.264207602,48.1097908,2282.96,0.471797139,4.101871014,114.50737
2.341467619,48.44742584,2283.112,0.435208678,3.549988031,111.8288193
2.365888596,54.42375946,2283.264,0.398220569,3.160330057,108.5072174
2.310801029,56.82229614,2283.416,0.38038832,3.144440174,106.6482544
2.239715099,55.02842331,2283.568,0.384303391,3.320681572,114.2434845
2.175643921,51.58226013,2283.72,0.418596745,3.573911667,112.8156204
2.134819031,50.21789932,2283.872,0.453607947,3.646072388,117.5663071
2.114039183,48.84495163,2284.024,0.464883596,3.948954344,117.8208923
2.149663687,47.78800583,2284.176,0.444601119,3.845451355,115.0418167
2.216772795,48.40457535,2284.328,0.418626666,3.562419653,115.1964798
2.269408703,50.47296906,2284.48,0.406622678,3.379135847,111.9073257
2.274721146,47.73611069,2284.632,0.402911663,3.332786322,111.0964432
2.258646488,45.95279312,2284.784,0.40093866,3.4542377,111.376503
2.240976334,46.8165741,2284.936,0.418490827,3.560637951,114.9320755
2.209800243,50.0567131,2285.088,0.440433472,3.773742914,116.3568802
2.199054241,54.09605789,2285.24,0.455399364,3.704151154,118.9434891
2.19653964,54.04983139,2285.392,0.450535536,3.396348476,121.788208
2.222676754,54.07060623,2285.544,0.431260735,2.951163292,120.7240143
2.262318373,51.57989883,2285.696,0.401469439,2.632531405,119.534195
2.278757095,50.93075943,2285.848,0.37251094,2.601130009,113.9840164
2.256682158,50.60294724,2286,0.363356412,2.934467554,112.1649857
2.2181077,49.42363358,2286.152,0.384635925,3.488608599,114.8865051
2.181340933,48.19846726,2286.304,0.413799286,3.851032972,117.0100708
2.152342081,48.16991425,2286.456,0.423976332,3.741475821,118.9223785
2.11722517,46.27284622,2286.608,0.418140799,3.61416626,118.9693298
2.093301058,45.20833588,2286.76,0.395401895,3.758233309,121.267395
2.073217869,45.14597702,2286.912,0.373708218,4.145553589,119.195282
2.070566893,45.93195343,2287.064,0.367766202,4.186573029,120.8129196
2.07379055,46.67312241,2287.216,0.394875765,4.067425251,118.6840515
2.075905561,48.36070633,2287.368,0.439665198,4.121892452,119.2067413
2.060195684,47.52200317,2287.52,0.467566937,4.443021774,118.1412201
2.03185606,46.59519196,2287.672,0.458034635,4.592719555,119.6139526
2.024835348,46.60301209,2287.824,0.428858697,4.645780086,122.1651306
2.052772045,48.80304337,2287.976,0.418245345,4.667272568,116.6128616
2.092244864,50.34167481,2288.128,0.431397468,4.684184551,118.3965302
2.10568738,50.75155258,2288.28,0.452982843,4.556592941,116.3481598
2.088350058,53.38939667,2288.432,0.456629962,4.540848732,113.526947
2.053033829,55.24927139,2288.584,0.464391887,4.801114082,119.3598938
1.994217515,54.59083557,2288.736,0.49749583,5.051116467,128.2254486
1.961352706,52.54610062,2288.888,0.523257256,5.06769371,126.0303192
1.970977664,50.10602188,2289.04,0.521439016,4.631719112,127.2103424
2.015432119,50.06594086,2289.192,0.495722979,4.295137882,125.4209137
2.032660723,51.56531525,2289.344,0.474232137,4.381490707,118.125679
2.013357401,52.48538208,2289.496,0.463757515,5.158393383,119.2737503
2.004064322,50.06388855,2289.648,0.452266187,6.400329113,120.1330109
2.033830166,46.46096039,2289.8,0.446608752,7.212877274,113.1716003
2.083982706,44.68393326,2289.952,0.454245687,6.718048573,114.0379639
2.117292404,44.81947327,2290.104,0.463075489,5.529709339,111.9678497
2.128430128,47.3621788,2290.256,0.470050186,4.577691078,111.4167099
2.136123419,49.81356812,2290.408,0.458191335,4.053119183,118.9666367
2.123166084,50.90085602,2290.56,0.445974886,3.861377716,118.6652298
2.091357946,50.15916443,2290.712,0.44705227,3.850326777,119.3688431
2.068976402,52.52362824,2290.864,0.464695692,4.058250427,119.3245163
2.076323032,56.61642838,2291.016,0.481219322,4.341656685,122.589447
2.09646225,60.28859329,2291.168,0.47970736,4.61107254,121.4086838
2.120655298,60.05685425,2291.32,0.478662163,4.74843502,120.541153
2.13559556,60.31801224,2291.472,0.484229684,4.748321056,125.0128326
2.138408184,61.33336258,2291.624,0.490590662,4.677683353,123.8126755
2.114862204,63.87311554,2291.776,0.479960144,4.731546879,124.3609238
2.087501288,64.18113709,2291.928,0.461817145,4.831037521,126.1366196
2.075961351,62.56427002,2292.08,0.453875572,4.725595951,122.779129
2.10387516,59.8391037,2292.232,0.447962344,4.253804684,120.4972
2.160024166,57.29736328,2292.384,0.438350678,3.752064705,118.3846207
2.211509228,56.09918976,2292.536,0.420105547,3.554325104,116.6028061
2.230671644,57.59962845,2292.688,0.406991959,3.632772684,116.1819305
2.23199153,58.94939804,2292.84,0.402989447,3.745114565,116.5970383
2.232244968,60.75387192,2292.992,0.399597108,3.794168472,117.8380127
2.218411446,61.08127976,2293.144,0.401272148,3.773649693,119.7547836
2.189534664,61.26670075,2293.296,0.414815664,3.516536474,121.7758942
2.169052601,62.85936356,2293.448,0.428330869,3.07457304,120.5694199
2.176174879,61.57038117,2293.6,0.419746637,2.779948473,119.5838394
2.210165978,60.23309708,2293.752,0.392458499,2.841968536,119.0897675
2.236517906,61.34205627,2293.904,0.38037169,3.160931587,115.8727341
2.239769936,64.67370606,2294.056,0.396527648,3.524759769,116.4140472
2.220747709,70.41311646,2294.208,0.420598865,3.825816155,117.4188538
2.194191217,73.39963532,2294.36,0.438294143,4.088336945,118.7500687
2.183507919,73.67845154,2294.512,0.449697107,4.326571941,118.199295
2.17219305,71.54856873,2294.664,0.467091948,4.51358223,119.2093201
2.157897234,68.15450287,2294.816,0.474583298,4.589327335,120.1058807
2.153967857,67.71940613,2294.968,0.463017136,4.404865742,119.8325729
2.153620958,67.88802338,2295.12,0.436361045,4.056780815,121.4521179
2.162141562,66.36379242,2295.272,0.413150072,3.765008688,121.6864395
2.18404603,62.69440842,2295.424,0.414664418,3.571833611,121.2938919
2.228523731,61.11888886,2295.576,0.447268724,3.364686012,119.4286499
2.267505646,63.37699509,2295.728,0.488729447,3.241159678,117.4945679
2.279001713,64.05042267,2295.88,0.508775532,3.167896271,117.4832382
2.265387297,61.66547775,2296.032,0.488382846,3.09431839,117.248848
2.250308514,59.8897171,2296.184,0.441405326,2.976922035,117.1177063
2.248042345,63.83794022,2296.336,0.403112143,2.822501898,117.1800919
2.256157875,69.71194458,2296.488,0.388097793,2.796869278,117.2738876
2.261797905,70.5707016,2296.64,0.390485227,2.864456654,119.1825409
2.243361473,70.02529144,2296.792,0.388498962,2.99862051,123.4452667
2.215414524,72.09700012,2296.944,0.382536203,3.15334177,125.2442398
2.198237181,73.87208557,2297.096,0.393194646,3.265573263,124.447876
2.205771685,71.1793747,2297.248,0.424749076,3.314073324,123.1400909
2.228396416,65.62149811,2297.4,0.450762183,3.244144678,121.7740555
2.249411345,63.31071091,2297.552,0.442808092,3.038711786,123.0100708
2.255957842,62.1539917,2297.704,0.4186607,2.850374937,122.0915299
2.248382092,60.79030991,2297.856,0.404314458,2.870642185,121.8181992
2.239657641,59.36046219,2298.008,0.401768029,3.130180121,121.1937332
2.241596222,58.9983139,2298.16,0.416401774,3.449988365,118.7904587
2.255816221,61.62566757,2298.312,0.438690543,3.657295942,118.7374039
2.256923676,63.47703171,2298.464,0.455176115,3.753827572,120.7781754
2.230669975,66.77018738,2298.616,0.45418188,3.838903666,120.8696289
2.200036764,68.66549683,2298.768,0.441426486,3.79385519,122.6214218
2.184245825,68.18215179,2298.92,0.4349944,3.5855968,122.4301148
2.191977024,67.17113495,2299.072,0.428568125,3.430145979,120.5401535
2.198538303,67.87688446,2299.224,0.424827069,3.42420578,120.8398819
2.192696571,71.57495117,2299.376,0.43200174,3.554059029,120.8470306
2.192403078,72.39924622,2299.528,0.442130357,3.668736219,121.0105133
2.20669198,70.36315155,2299.68,0.445645988,3.567400217,121.8390198
2.217765331,68.41440582,2299.832,0.432439059,3.401780367,119.883606
2.209672451,69.11951447,2299.984,0.428258568,3.432564974,119.7320328
2.194859743,70.05752564,2300.136,0.433836699,3.636811018,121.0049744
2.189613104,68.91880798,2300.288,0.435465634,3.83358264,119.870285
2.213464975,65.18545532,2300.44,0.431959748,3.76111865,120.1003571
2.239035368,59.96076965,2300.592,0.43339932,3.572487593,119.9069748
2.247115612,59.79175949,2300.744,0.441541523,3.503036261,119.2462158
2.245061159,61.833004,2300.896,0.448615164,3.54514885,119.3638458
2.239759684,64.28700256,2301.048,0.448621899,3.675584555,119.6586762
2.244374275,64.91674805,2301.2,0.457210034,3.737511635,119.5642242
2.242799997,66.35853577,2301.352,0.461087972,3.764518738,119.6895371
2.243088722,69.45070648,2301.504,0.472511858,3.713520765,119.8775559
2.246694565,70.78924561,2301.656,0.490107894,3.626118183,119.2970352
2.249958992,69.61705017,2301.808,0.497307062,3.541023731,119.1783447
2.238018513,67.99102783,2301.96,0.485657126,3.491969585,119.2856064
2.21598649,67.36561585,2302.112,0.459950596,3.546195984,118.7813721
2.206137419,67.57710266,2302.264,0.453748286,3.5748806,119.6704559
2.212607145,65.80613709,2302.416,0.449435294,3.538567543,119.4009552
2.224428177,62.26927185,2302.568,0.43876794,3.430333853,118.0181809
2.224723101,59.61112213,2302.72,0.418170244,3.349748612,117.7602844
2.222190142,63.09050369,2302.872,0.418084234,3.397268772,117.3608856
2.236772776,65.86869812,2303.024,0.43347615,3.396428347,117.4242325
2.245749474,65.98181915,2303.176,0.441980124,3.385369062,117.741745
2.254350662,63.80665207,2303.328,0.424539,3.336164475,118.6086807
2.25568676,64.55137634,2303.48,0.401554644,3.198659897,118.3878479
2.26055932,66.47700501,2303.632,0.390884697,2.985353947,117.9046021
2.272316217,64.80593109,2303.784,0.390363842,2.727845669,117.16716
2.275606632,60.57221222,2303.936,0.39122346,2.580088139,115.3384018
2.287122726,59.10832596,2304.088,0.383783847,2.496623516,114.656807
2.298001289,58.67612839,2304.24,0.375306785,2.427372217,114.260643
2.295119524,59.7972908,2304.392,0.362965047,2.533201695,114.7717972
2.270222902,59.42086029,2304.544,0.379375279,2.833477736,115.6220017
2.240294933,59.37958908,2304.696,0.409905195,3.254051924,115.9284897
2.232578039,58.50131226,2304.848,0.431267202,3.558004618,116.5380249
2.256108522,58.12007523,2305,0.428135097,3.475920916,117.6212235
2.253386736,57.68688583,2305.152,0.411282688,3.263110876,116.862236
2.250450373,58.35556793,2305.304,0.401019782,3.012535572,116.3342896
2.25804615,61.70467377,2305.456,0.389879465,2.809103012,115.3364563
2.266871691,65.49357605,2305.608,0.375226021,2.783331394,114.9970322
2.246557236,67.93127441,2305.76,0.357822061,2.977340221,115.7878342
2.211085796,65.85565949,2305.912,0.353346258,3.29929924,115.4530258
2.192735672,62.24918747,2306.064,0.367307276,3.619166613,116.1496887
2.1950984,60.31901932,2306.216,0.403151929,3.778069973,117.7114945
2.190434694,63.17544937,2306.368,0.434378803,3.777084589,118.1351013
2.197704792,65.71802521,2306.52,0.43231234,3.613524437,117.1954498
2.20550251,62.35997772,2306.672,0.418640375,3.464833736,116.6606827
2.220587015,60.44490814,2306.824,0.412477553,3.425198793,116.1897049
2.218793154,61.13177109,2306.976,0.422570169,3.50381732,115.7504807
2.221517324,63.29987717,2307.128,0.430731446,3.595502377,116.9509125
2.216642618,60.1013794,2307.28,0.426271528,3.564993858,117.8516235
2.223924637,55.51119995,2307.432,0.419183463,3.427830219,117.4212723
2.23392725,61.01730728,2307.584,0.425661445,3.246611834,117.7775803
2.247411966,67.13493347,2307.736,0.426681399,3.278589726,116.6090012
2.267802715,71.25730896,2307.888,0.429454207,3.343841791,116.0211487
2.279455662,65.93858337,2308.04,0.431319773,3.385312557,116.5510025
2.28141427,64.47665405,2308.192,0.428366065,3.382075787,116.3549423
2.273718834,64.49163818,2308.344,0.409554303,3.462490559,115.7421799
2.271664858,64.2926712,2308.496,0.374725193,3.58697319,115.679245
2.265318871,60.99747086,2308.648,0.366360843,3.682151794,116.4619675
2.255956411,61.10935974,2308.8,0.404728502,3.718928099,116.8904572
2.255702496,65.57884216,2308.952,0.437729567,3.608620405,117.0025024
2.266548157,65.13128662,2309.104,0.437764049,3.430473089,117.6409683
2.286254168,62.09762192,2309.256,0.394870848,3.070273638,116.7322693
2.273205042,60.15422821,2309.408,0.366181791,2.85765028,114.6171722
2.233105183,62.3421936,2309.56,0.353503227,2.944128036,114.4265137
2.195678711,65.12683106,2309.712,0.360215545,3.233091831,114.9303131
2.193012953,66.37130737,2309.864,0.370857775,3.470952749,115.2253265
2.229003429,63.67084503,2310.016,0.383332878,3.372972965,115.8508682
2.257304668,63.2318306,2310.168,0.371878177,3.166715622,115.2480469
2.26794982,61.03401947,2310.32,0.355271667,3.084215641,114.3544998
2.25382185,67.77246094,2310.472,0.356589437,3.09315896,114.8557205
2.246597529,70.79230499,2310.624,0.397453904,3.208151102,115.4406815
2.249432087,72.81449127,2310.776,0.417192817,3.211697578,115.5889359
2.276218653,72.64601135,2310.928,0.410995603,3.049599171,115.8018646
2.296807051,71.22955322,2311.08,0.400720179,2.757035017,115.5379257
2.311527252,74.65817261,2311.232,0.406165659,2.535825253,114.6043015
2.313626289,73.11747742,2311.384,0.420096695,2.459229946,113.660347
2.308234692,74.24864197,2311.536,0.417865217,2.482956171,112.3942566
2.290669918,70.19352722,2311.688,0.404427081,2.668473244,111.7150574
2.256387949,66.7769165,2311.84,0.381795228,3.038471222,113.3256912
2.226956129,64.50191498,2311.992,0.371010155,3.482693672,115.9639282
2.214311838,63.56162262,2312.144,0.397758663,3.738569975,117.8583221
2.212640286,63.08740997,2312.296,0.418662667,3.656481981,118.1515808
2.217358351,60.07564163,2312.448,0.419445097,3.507668257,116.8403549
2.210308552,59.3757515,2312.6,0.40676102,3.393281937,115.4648743
2.225728273,60.81163025,2312.752,0.414705068,3.203352451,114.2479172
2.217432976,62.23028183,2312.904,0.41798687,3.140929461,114.79879
2.186747313,64.69509125,2313.056,0.431112588,3.283667564,121.1965179
2.140266657,65.17438507,2313.208,0.45425573,3.448617935,125.7277451
2.140666723,64.90439606,2313.36,0.464854658,3.340367794,125.4611664
2.199631453,64.47258759,2313.512,0.439387202,2.961781979,125.7980042
2.271814823,66.89373779,2313.664,0.416126221,2.697004318,119.7057877
2.302354336,71.4328537,2313.816,0.42304641,2.597007275,113.0625458
2.309506178,77.34862518,2313.968,0.433070511,2.54864645,112.9543533
2.313958406,81.54857636,2314.12,0.403720111,2.523403406,113.1952133
2.311602593,83.74145508,2314.272,0.357646704,2.586174488,113.7272034
2.281811237,83.45075226,2314.424,0.349795312,2.889964581,114.6514206
2.247470141,79.65969086,2314.576,0.368071526,3.252464771,115.5272064
2.21881175,83.27204895,2314.728,0.385331601,3.485619783,115.6112518
2.224077225,86.76581574,2314.88,0.392566502,3.459174871,116.0777206
2.263584614,92.10675049,2315.032,0.406242579,3.205893993,116.1242065
2.284150124,84.55847168,2315.184,0.431298256,2.966160059,114.6349411
2.301355124,75.82262421,2315.336,0.422228128,2.752418757,114.6762238
2.305675268,71.61534882,2315.488,0.395878106,2.677099943,113.2664719
2.314017773,69.95921326,2315.64,0.368480712,2.679837942,111.3321381
2.314455986,70.39113617,2315.792,0.363996506,2.686074734,111.9392929
2.310662508,67.41428375,2315.944,0.358154029,2.641468048,111.8807526
2.30916667,67.20092011,2316.096,0.363942593,2.601159334,111.3400269
2.310784102,63.0058136,2316.248,0.362913847,2.622314215,111.1138077
2.279381514,61.40957642,2316.4,0.375282049,2.800177336,113.6563416
2.253418922,62.59645844,2316.552,0.3713063,2.98699522,116.1156387
2.249070168,62.7556839,2316.704,0.366382867,2.923756599,114.9258347
2.287450552,64.57163239,2316.856,0.358120531,2.757785082,112.719841
2.32933116,65.06556702,2317.008,0.365125597,2.628954411,109.1531754
2.342964649,68.25391388,2317.16,0.374615908,2.636108637,108.0186462
2.338986874,72.30584717,2317.312,0.371688485,2.759853125,109.3726273
2.343291044,76.70669556,2317.464,0.358761758,2.933927536,109.1501541
2.323236942,79.6339035,2317.616,0.350371331,3.218462229,110.5928879
2.28502512,74.86980438,2317.768,0.369693279,3.325199843,114.4635468
2.24049902,74.65467835,2317.92,0.389113963,3.155217886,117.0474701
2.237935305,70.67234802,2318.072,0.401839972,2.761587381,118.9083176
2.267279625,70.18009186,2318.224,0.3834292,2.438142061,117.788887
2.30500412,64.63593292,2318.376,0.366548479,2.355600834,114.4514389
2.325889587,67.15499115,2318.528,0.390839666,2.412006378,112.5611191
2.328568697,68.45706177,2318.68,0.412653089,2.473535061,110.8684082
2.326587439,69.35254669,2318.832,0.418017149,2.505375862,111.0137482
2.324823141,67.49549103,2318.984,0.377183408,2.462497473,111.0914154
2.324060202,66.17929077,2319.136,0.368090421,2.390729427,111.3137589
2.323792934,68.58795166,2319.288,0.381898701,2.334277868,111.2728424
2.332524777,72.64608002,2319.44,0.386675686,2.302929163,111.4508667
2.343461037,78.455513,2319.592,0.382729828,2.295618296,111.6744003
2.351638317,78.77898407,2319.744,0.372322172,2.269561052,111.8259735
2.345841885,74.56975555,2319.896,0.364496231,2.300205708,111.7366791
2.340195894,70.56565094,2320.048,0.349270463,2.363570452,111.5699921
2.337085009,68.34086609,2320.2,0.341958076,2.427751541,110.7445602
2.335788012,64.24891663,2320.352,0.353429258,2.39913702,110.2826767
2.334658623,65.37098694,2320.504,0.381929606,2.389756441,111.1451492
2.335561037,63.07729721,2320.656,0.389020205,2.35570693,110.8562775
2.339013815,60.8687706,2320.808,0.389164984,2.401189566,110.8489227
2.343618631,61.94644547,2320.96,0.360910505,2.487789154,111.7111969
2.323161125,62.52456665,2321.112,0.356229574,2.711252928,115.3056183
2.291017532,63.81567764,2321.264,0.389987975,2.82252121,118.7880096
2.257724285,66.54351807,2321.416,0.415053248,2.823176384,120.7411499
2.267195463,69.98543549,2321.568,0.436564624,2.663407326,120.7455597
2.301251173,73.44552612,2321.72,0.415348291,2.608700752,119.7630539
2.337543249,74.45845032,2321.872,0.405782491,2.605097294,114.2932434
2.331511974,73.98313141,2322.024,0.385509133,2.717222929,110.3189011
2.323420763,76.78734589,2322.176,0.389019519,2.826650381,111.7818146
2.321013451,77.45051575,2322.328,0.390933394,2.933411598,112.9716187
2.334259033,77.52873993,2322.48,0.387322217,2.93198514,114.0039291
2.339385271,74.42878723,2322.632,0.37638545,3.053744793,114.405098
2.342986584,72.90442658,2322.784,0.378720433,3.36485076,114.0900497
2.338768005,70.7891922,2322.936,0.392445028,3.409392595,114.3817902
2.29181242,69.97819519,2323.088,0.397018462,3.637080431,115.616539
2.114506006,63.08786011,2323.24,0.428750575,4.109998703,119.6199417
1.891192675,56.98321915,2323.392,0.478644103,5.026910782,132.5705566
1.774757862,50.26612854,2323.544,0.523029804,5.566277981,142.6964264
1.80373919,55.83650208,2323.696,0.496747166,4.344839096,144.8968048
1.98393786,61.15846634,2323.848,0.425343335,2.988156796,139.7125702
2.184604883,70.50450134,2324,0.366980016,2.523588896,127.2036362
2.307584763,70.75560761,2324.152,0.33752647,2.557126045,115.813118
2.345490217,74.0692215,2324.304,0.329193205,2.601747751,109.7591782
2.333837271,74.48449707,2324.456,0.334359556,2.680707932,110.9935837
2.323582649,77.48352051,2324.608,0.338349015,2.783495188,112.4765472
2.322436571,80.86664581,2324.76,0.357106894,2.95765686,113.7819367
2.336681128,79.96762848,2324.912,0.399519593,3.104536057,115.6036835
2.347657204,75.55147553,2325.064,0.429499269,3.121200323,113.8525848
2.339098692,73.37361145,2325.216,0.449056387,3.026228666,113.3114319
2.302739382,72.87553406,2325.368,0.433416873,2.923099995,114.3767929
2.250773668,74.30770874,2325.52,0.441572666,2.942149878,114.2700958
2.236379862,73.69099426,2325.672,0.437522918,3.017303705,114.3615418
2.265469313,73.0674057,2325.824,0.422022402,3.002619743,114.3283615
2.311433077,75.9084549,2325.976,0.423978776,2.936104536,114.0469055
2.335664034,72.23976898,2326.128,0.422027856,2.749965906,114.0696869
2.324391365,76.43006134,2326.28,0.419835687,2.736673355,114.2261658
2.313992262,76.19327545,2326.432,0.394280314,2.793925285,114.1561737
2.312526941,75.57545471,2326.584,0.385280371,2.866467238,114.0861816
2.318840504,71.29490662,2326.736,0.403438449,2.846714973,114.0161972
2.324741602,71.5524292,2326.888,0.419178516,2.911246777,113.9462051
2.318492174,73.07952881,2327.04,0.430182785,3.027399063,113.8762131
2.313263178,75.66768646,2327.192,0.418779433,3.043777943,113.8097458
2.310012579,74.1218338,2327.344,0.397366524,3.107851505,113.8845978
2.304894686,77.3711853,2327.496,0.370708078,3.289072752,114.1731644
2.295289278,75.93955994,2327.648,0.367107272,3.57313776,114.0211716
2.27870965,74.1984787,2327.8,0.384148419,3.765563011,114.938179
2.276757479,69.40595245,2327.952,0.395222187,3.887285948,117.9289475
2.259278774,68.17602539,2328.104,0.399888694,3.978252888,121.166214
2.252322435,71.74550629,2328.256,0.432577729,3.730430126,124.3065949
2.22045207,75.90467072,2328.408,0.442447513,3.669919491,126.9205704
2.20584631,78.36968231,2328.56,0.445357323,3.899268627,127.097168
2.145511389,80.55923462,2328.712,0.434109509,4.40446949,126.8247223
2.061138868,76.75538635,2328.864,0.471617818,4.808479786,126.6192093
1.995010853,76.03162384,2329.016,0.505949676,4.83934021,126.5512543
1.995479107,74.94868469,2329.168,0.502773345,5.249807358,126.1472397
2.009388924,76.5038147,2329.32,0.501096904,5.852469921,125.8811569
1.989789844,72.96948242,2329.472,0.52402395,6.825492382,125.6852341
1.953284979,67.24649811,2329.624,0.551361144,6.582876682,126.1069031
1.921028495,66.40830231,2329.776,0.567812383,5.910172463,127.8949356
1.823489308,63.23570252,2329.928,0.554714978,5.65163517,128.4870453
1.691576958,58.03514481,2330.08,0.538722038,5.775661469,128.4260864
1.602224827,53.70292282,2330.232,0.502794087,5.866518974,122.3410568
1.609337807,51.00352097,2330.384,0.484805435,5.711939335,122.3142471
1.683670044,52.34700394,2330.536,0.490687907,5.420275211,118.8402023
1.76673913,51.7345314,2330.688,0.508728981,5.397014141,121.9898453
1.860281825,51.31697083,2330.84,0.522625268,4.913675785,126.7505951
1.943043709,48.88368225,2330.992,0.567767084,4.653007984,126.1482239
2.030951738,45.0798378,2331.144,0.584474742,4.654797077,119.7310104
1.988331318,48.41431046,2331.296,0.604898989,5.009374142,114.8188629
1.910771132,49.65416336,2331.448,0.547811627,5.50345087,113.2924576
1.836560607,49.77791977,2331.6,0.488797128,5.780510902,115.6302109
1.772457957,48.33548737,2331.752,0.455274254,5.522686482,121.7310181
1.748842239,50.42858887,2331.904,0.468291998,5.186571121,122.945221
1.733445764,52.9832077,2332.056,0.503977418,5.312554359,121.588028
1.74095428,49.83843613,2332.208,0.569830775,6.135461807,124.9002991
1.7574085,45.2266922,2332.36,0.612912476,6.919658184,125.1145096
1.790014267,42.49153137,2332.512,0.603845835,7.350983143,129.4270325
1.82643342,45.05261231,2332.664,0.60181272,7.159819126,134.665802
1.838152885,48.10814667,2332.816,0.592657328,6.685260296,130.7902222
1.854485154,46.1931572,2332.968,0.625083685,6.216497421,125.6887131
1.891448736,43.43458939,2333.12,0.60984391,6.344751835,124.5345383
1.8836025,42.73903275,2333.272,0.579960048,6.933645248,126.5130386
1.815014124,43.81638336,2333.424,0.541209877,7.374463081,130.8950348
1.750927806,42.87407684,2333.576,0.515097439,7.45774889,135.2256012
1.751169205,44.96020126,2333.728,0.514523447,7.634255409,136.8262787
1.808163166,44.19892502,2333.88,0.542092621,7.842945576,137.7306976
1.880321264,47.23862076,2334.032,0.565828204,8.136841774,136.7489319
1.893179178,44.07940292,2334.184,0.574537456,7.843568325,135.5673523
1.875671387,43.48545837,2334.336,0.561304689,7.436682701,134.3857575
1.843832374,41.99888992,2334.488,0.567464173,7.28138113,133.3438873
1.799649477,44.9702301,2334.64,0.595783532,7.475349903,133.3886261
1.754386067,46.27342987,2334.792,0.599394143,7.755896568,133.8732147
1.736988068,45.44154358,2334.944,0.608277619,7.696349621,132.9406586
1.765953302,45.22403717,2335.096,0.602028847,7.293652058,135.2763367
1.794569373,46.66866303,2335.248,0.622023642,6.515096664,132.9675903
1.84281075,48.6722641,2335.4,0.600234389,5.964772701,126.7526093
1.944337368,49.70046234,2335.552,0.541818142,5.390816212,115.1312103
2.076145649,46.6092453,2335.704,0.475134343,4.727289677,110.5726166
2.119965553,47.26085663,2335.856,0.41844365,4.343016148,107.7195587
2.045538664,48.04664612,2336.008,0.396433055,4.330039978,109.2743683
1.922162652,47.90221405,2336.16,0.413051218,4.817730427,116.9672318
1.798655629,44.75246429,2336.312,0.444175988,5.298143387,122.5362396
